time_us,state,temperature_chip_celsius,deployment_percent,pressure_mb,altitude,altitude_filt,velocity_filt,temperature_alt_celsius,mid_imu_ax,mid_imu_ay,mid_imu_az,mid_imu_gx,mid_imu_gy,mid_imu_gz,mag_x,mag_y,mag_z,high_g_x,high_g_y,high_g_z,drag_force,apogee_prediction,desired_drag_force
3862852636,RECOVERY,23.86,0,916.73,836.30,-4.24,-0.70,27.80,0.76,0.65,-0.06,319.51,319.63,319.51,-2497,6064,1778,0.83,-0.68,-0.34,126.20,-4.19,-20541.47,
3862862636,RECOVERY,24.33,0,916.54,838.10,-4.24,-0.70,27.80,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.73,-0.63,-0.34,126.20,-4.19,-20541.47,
3862832636,RECOVERY,24.33,0,916.54,838.10,-4.21,-0.67,27.80,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.83,-0.68,-0.15,126.17,-4.17,-20540.57,
3862882636,RECOVERY,24.33,0,916.93,834.50,-4.20,-0.66,27.80,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.83,-0.68,-0.20,126.26,-4.22,-20542.36,
3862892636,RECOVERY,24.33,0,916.31,840.10,-4.16,-0.62,27.78,0.76,0.65,-0.06,319.51,319.63,319.51,-2497,6064,1778,0.68,-0.63,-0.34,126.19,-4.18,-20541.03,
3862902636,RECOVERY,23.86,0,916.54,838.10,-4.16,-0.62,27.80,0.76,0.65,-0.06,319.51,319.51,319.63,-2497,6064,1778,0.73,-0.59,-0.20,126.19,-4.18,-20541.03,
3862872636,RECOVERY,24.33,0,916.34,839.90,-4.20,-0.66,27.80,0.76,0.65,-0.06,319.51,319.63,319.51,-2497,6064,1778,0.83,-0.63,-0.39,126.26,-4.22,-20542.36,
3862922636,RECOVERY,23.86,0,916.54,838.10,-4.12,-0.58,27.80,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.78,-0.73,-0.29,126.12,-4.15,-20540.15,
3862932636,RECOVERY,24.33,0,916.57,837.80,-4.08,-0.55,27.82,0.76,0.65,-0.06,319.63,319.63,319.51,-2497,6064,1778,0.83,-0.68,-0.44,126.05,-4.11,-20538.82,
3862942636,RECOVERY,24.33,0,916.54,838.10,-4.08,-0.55,27.80,0.76,0.65,-0.06,319.51,319.63,319.51,-2497,6064,1778,0.73,-0.63,-0.34,126.05,-4.11,-20538.82,
3862912636,RECOVERY,23.86,0,916.54,838.10,-4.12,-0.58,27.80,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.73,-0.63,-0.15,126.12,-4.15,-20540.15,
3862962636,RECOVERY,24.33,0,916.73,836.30,-4.04,-0.51,27.80,0.76,0.65,-0.06,319.51,319.63,319.51,-2497,6064,1778,0.88,-0.63,-0.29,125.99,-4.07,-20537.51,
3862972636,RECOVERY,23.86,0,916.73,836.30,-4.00,-0.48,27.80,0.76,0.65,-0.06,319.51,319.51,319.63,-2497,6064,1778,0.73,-0.68,-0.20,125.92,-4.03,-20536.62,
3862982636,RECOVERY,24.33,0,916.57,837.80,-4.00,-0.48,27.82,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.78,-0.63,-0.24,125.92,-4.03,-20536.62,
3862952636,RECOVERY,24.33,0,916.73,836.30,-4.04,-0.51,27.80,0.76,0.65,-0.06,319.63,319.51,319.51,-2497,6064,1778,0.68,-0.63,-0.39,125.99,-4.07,-20537.51,
3863002636,RECOVERY,24.33,0,916.54,838.10,-4.04,-0.52,27.80,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.63,-0.63,-0.39,125.86,-3.99,-20535.29,
3863012636,RECOVERY,23.86,0,916.73,836.30,-4.13,-0.60,27.80,0.76,0.65,-0.06,319.63,319.51,319.63,-2497,6064,1778,0.83,-0.73,-0.44,125.93,-4.03,-20536.62,
3863022636,RECOVERY,24.33,0,916.54,838.10,-4.13,-0.60,27.80,0.76,0.65,-0.06,319.76,319.51,319.63,-2497,6064,1778,0.63,-0.54,-0.05,125.93,-4.03,-20536.62,
3862992636,RECOVERY,23.86,0,916.73,836.30,-4.04,-0.52,27.80,0.76,0.65,-0.06,319.51,319.51,319.63,-2497,6064,1778,0.68,-0.54,-0.34,125.86,-3.99,-20535.29,
3863042636,RECOVERY,24.33,0,916.73,836.30,-4.17,-0.63,27.80,0.76,0.65,-0.06,319.51,319.63,319.51,-2497,6064,1778,0.88,-0.44,-0.24,126.09,-4.12,-20539.26,
3863052636,RECOVERY,24.33,0,916.34,839.90,-4.13,-0.60,27.80,0.76,0.65,-0.06,319.39,319.63,319.76,-2497,6064,1778,0.83,-0.68,-0.20,126.15,-4.15,-20540.15,
3863062636,RECOVERY,24.33,0,916.57,837.80,-4.13,-0.60,27.82,0.76,0.65,-0.06,319.51,319.76,319.63,-2497,6064,1778,0.63,-0.44,-0.24,126.15,-4.15,-20540.15,
3863032636,RECOVERY,23.86,0,916.73,836.30,-4.17,-0.63,27.80,0.76,0.65,-0.06,319.63,319.39,319.51,-2497,6064,1778,0.68,-0.59,-0.20,126.09,-4.12,-20539.26,
3863082636,RECOVERY,23.86,0,916.54,838.10,-4.16,-0.63,27.80,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.78,-0.63,-0.20,126.08,-4.11,-20539.26,
3863092636,RECOVERY,24.33,0,916.54,838.10,-4.25,-0.71,27.80,0.76,0.65,-0.06,319.63,319.63,319.51,-2497,6064,1778,0.68,-0.59,-0.29,126.14,-4.15,-20540.15,
3863102636,RECOVERY,23.86,0,916.54,838.10,-4.25,-0.71,27.80,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.88,-0.63,-0.24,126.14,-4.15,-20540.15,
3863072636,RECOVERY,24.33,0,916.54,838.10,-4.16,-0.63,27.80,0.76,0.65,-0.06,319.63,319.51,319.51,-2497,6064,1778,0.83,-0.59,-0.39,126.08,-4.11,-20539.26,
3863122636,RECOVERY,24.33,0,916.54,838.10,-4.29,-0.74,27.80,0.76,0.65,-0.06,319.63,319.51,319.63,-2497,6064,1778,0.73,-0.63,-0.34,126.28,-4.23,-20542.79,
3863132636,RECOVERY,24.33,0,916.96,834.30,-4.31,-0.76,27.82,0.76,0.65,-0.06,319.63,319.51,319.63,-2497,6064,1778,0.73,-0.59,-0.20,126.34,-4.26,-20543.67,
3863142636,RECOVERY,23.86,0,916.73,836.30,-4.31,-0.76,27.80,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.78,-0.68,-0.20,126.34,-4.26,-20543.67,
3863112636,RECOVERY,24.33,0,916.73,836.30,-4.29,-0.74,27.80,0.76,0.65,-0.06,319.76,319.39,319.51,-2497,6064,1778,0.83,-0.68,-0.10,126.28,-4.23,-20542.79,
3863162636,RECOVERY,24.33,0,916.77,836.00,-4.33,-0.77,27.82,0.76,0.65,-0.06,319.76,319.63,319.63,-2497,6064,1778,0.88,-0.68,-0.29,126.37,-4.29,-20544.11,
3863172636,RECOVERY,24.33,0,916.54,838.10,-4.35,-0.79,27.80,0.76,0.65,-0.06,319.63,319.51,319.63,-2497,6064,1778,0.73,-0.63,-0.05,126.40,-4.31,-20545.00,
3863182636,RECOVERY,24.33,0,916.73,836.30,-4.35,-0.79,27.80,0.76,0.65,-0.06,319.51,319.76,319.63,-2497,6064,1778,0.78,-0.59,-0.20,126.40,-4.31,-20545.00,
3863152636,RECOVERY,24.33,0,916.54,838.10,-4.33,-0.77,27.80,0.76,0.65,-0.06,319.51,319.63,319.51,-2497,6064,1778,0.88,-0.68,-0.29,126.37,-4.29,-20544.11,
3863202636,RECOVERY,24.33,0,916.73,836.30,-4.31,-0.75,27.80,0.76,0.65,-0.06,319.51,319.63,319.51,-2497,6064,1778,0.88,-0.63,-0.29,126.43,-4.33,-20545.44,
3863212636,RECOVERY,23.86,0,916.57,837.80,-4.27,-0.71,27.82,0.76,0.65,-0.06,319.88,319.63,319.63,-2497,6064,1778,0.68,-0.59,-0.39,126.35,-4.28,-20544.11,
3863222636,RECOVERY,23.86,0,916.73,836.30,-4.27,-0.71,27.80,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.83,-0.78,-0.24,126.35,-4.28,-20544.11,
3863192636,RECOVERY,24.33,0,916.54,838.10,-4.31,-0.75,27.80,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.78,-0.63,-0.24,126.43,-4.33,-20545.44,
3863242636,RECOVERY,24.33,0,916.77,836.00,-4.30,-0.73,27.82,0.76,0.65,-0.06,319.39,319.63,319.63,-2497,6064,1778,0.78,-0.68,-0.29,126.29,-4.25,-20543.23,
3863252636,RECOVERY,24.33,0,916.54,838.10,-4.25,-0.69,27.80,0.76,0.65,-0.06,319.51,319.63,319.51,-2497,6064,1778,0.68,-0.49,-0.24,126.33,-4.28,-20544.11,
3863262636,RECOVERY,24.33,0,916.70,836.60,-4.25,-0.69,27.78,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.88,-0.68,-0.39,126.33,-4.28,-20544.11,
3863232636,RECOVERY,24.33,0,916.34,839.90,-4.30,-0.73,27.80,0.76,0.65,-0.06,319.63,319.51,319.63,-2497,6064,1778,0.68,-0.49,-0.24,126.29,-4.25,-20543.23,
3863282636,RECOVERY,24.33,0,916.77,836.00,-4.21,-0.65,27.82,0.76,0.65,-0.06,319.27,319.63,319.63,-2497,6064,1778,0.88,-0.63,-0.15,126.25,-4.23,-20542.79,
3863292636,RECOVERY,24.33,0,916.77,836.00,-4.23,-0.67,27.82,0.76,0.65,-0.06,319.51,319.51,319.51,-2497,6064,1778,0.78,-0.59,-0.44,126.18,-4.19,-20541.47,
3863302636,RECOVERY,24.33,0,916.73,836.30,-4.23,-0.67,27.80,0.76,0.65,-0.06,319.88,319.63,319.51,-2497,6064,1778,0.63,-0.59,-0.20,126.18,-4.19,-20541.47,
3863272636,RECOVERY,24.33,0,916.57,837.80,-4.21,-0.65,27.82,0.76,0.65,-0.06,319.39,319.51,319.76,-2497,6064,1778,0.78,-0.68,-0.29,126.25,-4.23,-20542.79,
3863322636,RECOVERY,24.33,0,916.54,838.10,-4.19,-0.63,27.80,0.76,0.65,-0.06,319.51,319.76,319.63,-2497,6064,1778,0.78,-0.63,-0.39,126.22,-4.22,-20541.92,
3863332636,RECOVERY,24.33,0,916.73,836.30,-4.15,-0.59,27.80,0.76,0.65,-0.06,319.39,319.51,319.63,-2497,6064,1778,0.73,-0.54,-0.24,126.14,-4.18,-20541.03,
3863342636,RECOVERY,24.33,0,916.93,834.50,-4.15,-0.59,27.80,0.76,0.65,-0.06,319.76,319.63,319.51,-2497,6064,1778,0.83,-0.59,-0.44,126.14,-4.18,-20541.03,
3863312636,RECOVERY,24.33,0,916.54,838.10,-4.19,-0.63,27.80,0.76,0.65,-0.06,319.76,319.51,319.63,-2497,6064,1778,0.73,-0.59,-0.39,126.22,-4.22,-20541.92,
3863362636,RECOVERY,23.86,0,916.73,836.30,-4.19,-0.63,27.80,0.76,0.65,-0.06,319.76,319.63,319.63,-2497,6064,1778,0.83,-0.68,-0.44,126.08,-4.14,-20539.70,
3863372636,RECOVERY,24.33,0,916.57,837.80,-4.16,-0.60,27.82,0.76,0.65,-0.06,319.39,319.63,319.63,-2497,6064,1778,0.78,-0.63,-0.34,126.13,-4.17,-20540.57,
3863382636,RECOVERY,23.86,0,916.73,836.30,-4.16,-0.60,27.80,0.76,0.65,-0.06,319.51,319.51,319.51,-2497,6064,1778,0.78,-0.59,-0.49,126.13,-4.17,-20540.57,
3863352636,RECOVERY,23.86,0,916.57,837.80,-4.19,-0.63,27.82,0.76,0.65,-0.06,319.51,319.39,319.63,-2497,6064,1778,0.98,-0.73,-0.39,126.08,-4.14,-20539.70,
3863402636,RECOVERY,23.86,0,916.57,837.80,-4.25,-0.69,27.82,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.83,-0.63,-0.29,126.08,-4.14,-20539.70,
3863412636,RECOVERY,24.33,0,916.57,837.80,-4.28,-0.72,27.82,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.73,-0.63,-0.39,126.24,-4.23,-20542.79,
3863422636,RECOVERY,23.86,0,916.73,836.30,-4.28,-0.72,27.80,0.76,0.65,-0.06,319.51,319.51,319.51,-2497,6064,1778,0.83,-0.54,-0.34,126.24,-4.23,-20542.79,
3863392636,RECOVERY,24.33,0,916.57,837.80,-4.25,-0.69,27.82,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.88,-0.59,-0.29,126.08,-4.14,-20539.70,
3863442636,RECOVERY,23.86,0,916.77,836.00,-4.31,-0.73,27.82,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.73,-0.54,-0.15,126.30,-4.26,-20543.67,
3863452636,RECOVERY,24.33,0,916.54,838.10,-4.27,-0.70,27.80,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.88,-0.63,-0.39,126.33,-4.28,-20544.11,
3863462636,RECOVERY,24.33,0,916.73,836.30,-4.27,-0.70,27.80,0.76,0.65,-0.06,319.76,319.51,319.51,-2497,6064,1778,0.78,-0.73,-0.15,126.33,-4.28,-20544.11,
3863432636,RECOVERY,23.86,0,916.57,837.80,-4.31,-0.73,27.82,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.83,-0.63,-0.34,126.30,-4.26,-20543.67,
3863482636,RECOVERY,23.86,0,916.73,836.30,-4.43,-0.84,27.80,0.76,0.65,-0.06,319.51,319.51,319.51,-2497,6064,1778,0.83,-0.68,-0.20,126.27,-4.25,-20543.23,
3863492636,RECOVERY,24.33,0,916.73,836.30,-4.40,-0.81,27.80,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.78,-0.54,-0.24,126.53,-4.40,-20547.64,
3863502636,RECOVERY,24.33,0,916.73,836.30,-4.40,-0.81,27.80,0.76,0.65,-0.06,319.63,319.63,319.51,-2497,6064,1778,0.78,-0.59,-0.49,126.53,-4.40,-20547.64,
3863472636,RECOVERY,24.33,0,916.77,836.00,-4.43,-0.84,27.82,0.76,0.65,-0.06,319.51,319.51,319.63,-2497,6064,1778,0.68,-0.59,-0.15,126.27,-4.25,-20543.23,
3863522636,RECOVERY,24.33,0,916.54,838.10,-4.36,-0.77,27.80,0.76,0.65,-0.06,319.63,319.63,319.76,-2497,6064,1778,0.88,-0.63,-0.39,126.46,-4.37,-20546.77,
3863532636,RECOVERY,24.33,0,916.54,838.10,-4.39,-0.80,27.80,0.76,0.65,-0.06,319.51,319.63,319.51,-2497,6064,1778,0.93,-0.78,-0.10,126.40,-4.34,-20545.88,
3863542636,RECOVERY,24.33,0,916.73,836.30,-4.39,-0.80,27.80,0.76,0.65,-0.06,319.76,319.51,319.63,-2497,6064,1778,0.78,-0.49,-0.10,126.40,-4.34,-20545.88,
3863512636,RECOVERY,23.86,0,916.54,838.10,-4.36,-0.77,27.80,0.76,0.65,-0.06,319.39,319.63,319.51,-2497,6064,1778,0.78,-0.59,-0.24,126.46,-4.37,-20546.77,
3863562636,RECOVERY,24.33,0,916.54,838.10,-4.42,-0.82,27.80,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.78,-0.59,-0.24,126.45,-4.37,-20546.77,
3863572636,RECOVERY,23.86,0,916.77,836.00,-4.45,-0.85,27.82,0.76,0.65,-0.06,319.63,319.76,319.63,-2497,6064,1778,0.88,-0.73,-0.24,126.49,-4.40,-20547.64,
3863582636,RECOVERY,24.33,0,916.54,838.10,-4.45,-0.85,27.80,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.88,-0.63,-0.44,126.49,-4.40,-20547.64,
3863552636,RECOVERY,24.33,0,916.54,838.10,-4.42,-0.82,27.80,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.78,-0.78,-0.29,126.45,-4.37,-20546.77,
3863602636,RECOVERY,24.33,0,916.57,837.80,-4.48,-0.87,27.82,0.76,0.65,-0.06,319.63,319.51,319.51,-2497,6064,1778,0.73,-0.59,-0.24,126.53,-4.42,-20548.52,
3863612636,RECOVERY,24.33,0,916.77,836.00,-4.45,-0.83,27.82,0.76,0.65,-0.06,319.39,319.76,319.63,-2497,6064,1778,0.93,-0.68,-0.34,126.57,-4.45,-20549.41,
3863622636,RECOVERY,23.86,0,916.73,836.30,-4.45,-0.83,27.80,0.76,0.65,-0.06,319.51,319.63,319.51,-2497,6064,1778,0.78,-0.49,-0.29,126.57,-4.45,-20549.41,
3863592636,RECOVERY,24.33,0,916.77,836.00,-4.48,-0.87,27.82,0.76,0.65,-0.06,319.51,319.63,319.63,-2497,6064,1778,0.98,-0.88,-0.34,126.53,-4.42,-20548.52,
3863642636,RECOVERY,24.33,0,916.57,837.80,-4.41,-0.79,27.82,0.76,0.65,-0.06,319.63,319.51,319.51,-2496,6061,1778,0.93,-0.78,-0.44,126.50,-4.42,-20548.08,
3863652636,RECOVERY,24.33,0,916.57,837.80,-4.37,-0.76,27.82,0.76,0.65,-0.06,319.76,319.63,319.63,-2496,6061,1778,0.83,-0.68,-0.20,126.44,-4.38,-20547.20,
3863662636,RECOVERY,24.33,0,916.57,837.80,-4.37,-0.76,27.82,0.76,0.65,-0.06,319.63,319.51,319.63,-2496,6061,1778,0.73,-0.63,-0.34,126.44,-4.38,-20547.20,
3863632636,RECOVERY,24.33,0,916.57,837.80,-4.41,-0.79,27.82,0.76,0.65,-0.06,319.63,319.63,319.63,-2497,6064,1778,0.68,-0.54,-0.39,126.50,-4.42,-20548.08,
3863682636,RECOVERY,23.86,0,916.77,836.00,-4.40,-0.78,27.82,0.76,0.65,-0.06,319.51,319.51,319.63,-2496,6061,1778,0.68,-0.54,-0.20,126.37,-4.35,-20546.33,
3863692636,RECOVERY,24.33,0,916.34,839.90,-4.43,-0.81,27.80,0.76,0.65,-0.06,319.39,319.63,319.51,-2496,6061,1778,0.68,-0.59,-0.20,126.42,-4.38,-20547.20,
3863702636,RECOVERY,24.33,0,916.54,838.10,-4.43,-0.81,27.80,0.76,0.65,-0.06,319.63,319.63,319.63,-2496,6061,1778,0.68,-0.54,-0.20,126.42,-4.38,-20547.20,
3863672636,RECOVERY,23.86,0,916.57,837.80,-4.40,-0.78,27.82,0.76,0.65,-0.06,319.76,319.51,319.63,-2496,6061,1778,0.78,-0.59,-0.24,126.37,-4.35,-20546.33,
3863722636,RECOVERY,23.86,0,916.57,837.80,-4.46,-0.83,27.82,0.76,0.65,-0.06,319.39,319.51,319.63,-2496,6061,1778,0.78,-0.49,-0.39,126.46,-4.41,-20548.08,
3863732636,RECOVERY,23.86,0,916.54,838.10,-4.49,-0.85,27.80,0.76,0.65,-0.06,319.76,319.51,319.63,-2496,6061,1778,0.78,-0.63,-0.49,126.50,-4.43,-20548.52,
3863742636,RECOVERY,23.86,0,916.57,837.80,-4.49,-0.85,27.82,0.76,0.65,-0.06,319.51,319.63,319.51,-2496,6061,1778,0.78,-0.54,-0.44,126.50,-4.43,-20548.52,
3863712636,RECOVERY,23.86,0,916.57,837.80,-4.46,-0.83,27.82,0.76,0.65,-0.06,319.63,319.51,319.63,-2496,6061,1778,0.68,-0.44,-0.20,126.46,-4.41,-20548.08,
3863762636,RECOVERY,23.86,0,916.77,836.00,-4.52,-0.87,27.82,0.76,0.65,-0.06,319.76,319.51,319.51,-2496,6061,1778,0.83,-0.73,-0.39,126.54,-4.46,-20549.41,
3863772636,RECOVERY,24.33,0,916.77,836.00,-4.48,-0.83,27.82,0.76,0.65,-0.06,319.51,319.51,319.51,-2496,6061,1778,0.98,-0.68,-0.34,126.58,-4.49,-20550.29,
3863782636,RECOVERY,23.86,0,916.57,837.80,-4.48,-0.83,27.82,0.76,0.65,-0.06,319.51,319.63,319.63,-2496,6061,1778,0.73,-0.68,-0.10,126.58,-4.49,-20550.29,
3863752636,RECOVERY,23.86,0,916.57,837.80,-4.52,-0.87,27.82,0.76,0.65,-0.06,319.76,319.51,319.63,-2496,6061,1778,0.83,-0.63,-0.29,126.54,-4.46,-20549.41,
3863802636,RECOVERY,24.33,0,916.57,837.80,-4.57,-0.91,27.82,0.76,0.65,-0.06,319.63,319.63,319.51,-2496,6061,1778,0.83,-0.59,-0.20,126.51,-4.45,-20549.41,
3863812636,RECOVERY,24.33,0,916.57,837.80,-4.53,-0.87,27.82,0.76,0.65,-0.06,319.63,319.51,319.63,-2496,6061,1778,0.88,-0.73,-0.44,126.65,-4.54,-20551.61,
3863822636,RECOVERY,24.33,0,916.80,835.70,-4.53,-0.87,27.83,0.76,0.65,-0.06,319.39,319.51,319.51,-2496,6061,1778,0.63,-0.49,-0.05,126.65,-4.54,-20551.61,
3863792636,RECOVERY,24.33,0,916.57,837.80,-4.57,-0.91,27.82,0.76,0.65,-0.06,319.63,319.63,319.51,-2496,6061,1778,0.63,-0.59,-0.20,126.51,-4.45,-20549.41,
3863842636,RECOVERY,24.33,0,916.57,837.80,-4.49,-0.83,27.82,0.76,0.65,-0.06,319.51,319.63,319.51,-2496,6061,1778,0.73,-0.63,-0.29,126.58,-4.50,-20550.74,
3863852636,RECOVERY,24.33,0,916.57,837.80,-4.52,-0.85,27.82,0.76,0.65,-0.06,319.51,319.63,319.51,-2496,6061,1778,0.93,-0.59,-0.39,126.50,-4.47,-20549.41,
3863862636,RECOVERY,24.33,0,916.57,837.80,-4.52,-0.85,27.82,0.76,0.65,-0.06,319.63,319.51,319.51,-2496,6061,1778,0.73,-0.63,-0.39,126.50,-4.47,-20549.41,
3863832636,RECOVERY,23.86,0,916.77,836.00,-4.49,-0.83,27.82,0.76,0.65,-0.06,319.51,319.51,319.51,-2496,6061,1778,0.63,-0.59,-0.29,126.58,-4.50,-20550.74,
3863882636,RECOVERY,24.33,0,916.77,836.00,-4.55,-0.87,27.82,0.76,0.65,-0.06,319.63,319.63,319.39,-2496,6061,1778,0.88,-0.59,-0.29,126.54,-4.49,-20550.29,
3863892636,RECOVERY,23.86,0,916.77,836.00,-4.51,-0.83,27.82,0.76,0.65,-0.06,319.51,319.51,319.63,-2496,6061,1778,0.93,-0.63,-0.34,126.58,-4.52,-20551.16,
3863902636,RECOVERY,23.86,0,916.57,837.80,-4.51,-0.83,27.82,0.76,0.65,-0.06,319.51,319.63,319.51,-2496,6061,1778,0.78,-0.63,-0.05,126.58,-4.52,-20551.16,
3863872636,RECOVERY,24.33,0,916.54,838.10,-4.55,-0.87,27.80,0.76,0.65,-0.06,319.63,319.51,319.51,-2496,6061,1778,0.83,-0.54,-0.34,126.54,-4.49,-20550.29,
3863922636,RECOVERY,23.86,0,916.77,836.00,-4.53,-0.85,27.82,0.76,0.65,-0.06,319.51,319.63,319.63,-2496,6061,1778,0.78,-0.54,-0.29,126.51,-4.48,-20549.85,
3863932636,RECOVERY,23.86,0,916.37,839.60,-4.42,-0.74,27.82,0.76,0.65,-0.06,319.63,319.51,319.51,-2496,6061,1778,0.83,-0.68,-0.44,126.54,-4.51,-20550.74,
3863942636,RECOVERY,24.33,0,916.77,836.00,-4.42,-0.74,27.82,0.76,0.65,-0.06,319.63,319.63,319.63,-2496,6061,1778,0.83,-0.63,-0.29,126.54,-4.51,-20550.74,
3863912636,RECOVERY,23.86,0,916.54,838.10,-4.53,-0.85,27.80,0.76,0.65,-0.06,319.63,319.63,319.63,-2496,6061,1778,0.78,-0.54,-0.34,126.51,-4.48,-20549.85,
3863962636,RECOVERY,24.33,0,916.57,837.80,-4.51,-0.82,27.82,0.76,0.65,-0.06,319.51,319.63,319.51,-2496,6061,1778,0.73,-0.59,-0.10,126.35,-4.40,-20547.64,
3863972636,RECOVERY,24.33,0,916.77,836.00,-4.47,-0.78,27.82,0.76,0.65,-0.06,319.39,319.51,319.63,-2496,6061,1778,0.78,-0.54,-0.15,126.49,-4.48,-20550.29,
3863982636,RECOVERY,24.33,0,916.96,834.30,-4.47,-0.78,27.82,0.76,0.65,-0.06,319.39,319.63,319.51,-2496,6061,1778,0.63,-0.49,-0.34,126.49,-4.48,-20550.29,
3863952636,RECOVERY,23.86,0,916.57,837.80,-4.51,-0.82,27.82,0.76,0.65,-0.06,319.51,319.51,319.63,-2496,6061,1778,0.88,-0.68,-0.39,126.35,-4.40,-20547.64,
3864002636,RECOVERY,23.86,0,916.77,836.00,-4.37,-0.69,27.82,0.76,0.65,-0.06,319.51,319.63,319.51,-2496,6061,1778,0.98,-0.73,-0.24,126.42,-4.45,-20548.96,
3864012636,RECOVERY,23.86,0,916.57,837.80,-4.33,-0.65,27.82,0.76,0.65,-0.06,319.51,319.63,319.51,-2496,6061,1778,0.78,-0.63,-0.49,126.25,-4.35,-20545.88,
3864022636,RECOVERY,23.86,0,916.77,836.00,-4.33,-0.65,27.82,0.76,0.65,-0.06,319.63,319.63,319.63,-2496,6061,1778,0.73,-0.73,-0.24,126.25,-4.35,-20545.88,
3863992636,RECOVERY,24.33,0,916.77,836.00,-4.37,-0.69,27.82,0.76,0.65,-0.06,319.63,319.51,319.51,-2496,6061,1778,0.83,-0.59,-0.34,126.42,-4.45,-20548.96,
3864042636,RECOVERY,24.33,0,916.77,836.00,-4.49,-0.80,27.82,0.76,0.65,-0.06,319.51,319.76,319.63,-2496,6061,1778,0.68,-0.59,-0.20,126.18,-4.32,-20545.00,
3864052636,RECOVERY,24.33,0,916.77,836.00,-4.52,-0.82,27.82,0.76,0.65,-0.06,319.39,319.51,319.51,-2496,6061,1778,0.78,-0.49,-0.24,126.44,-4.46,-20549.41,
3864062636,RECOVERY,24.33,0,916.77,836.00,-4.52,-0.82,27.82,0.76,0.65,-0.06,319.76,319.63,319.51,-2496,6061,1778,0.78,-0.44,-0.24,126.44,-4.46,-20549.41,
3864032636,RECOVERY,23.86,0,916.57,837.80,-4.49,-0.80,27.82,0.76,0.65,-0.06,319.51,319.63,319.63,-2496,6061,1778,0.73,-0.54,-0.39,126.18,-4.32,-20545.00,
3864082636,RECOVERY,24.33,0,916.77,836.00,-4.48,-0.78,27.82,0.76,0.65,-0.06,319.63,319.63,319.51,-2496,6061,1778,0.68,-0.59,-0.20,126.48,-4.49,-20550.29,
3864092636,RECOVERY,24.33,0,916.37,839.60,-4.50,-0.80,27.82,0.76,0.65,-0.06,319.63,319.51,319.63,-2496,6061,1778,0.73,-0.54,-0.29,126.41,-4.45,-20548.96,
3864102636,RECOVERY,24.33,0,916.77,836.00,-4.50,-0.80,27.82,0.76,0.65,-0.06,319.63,319.63,319.63,-2496,6061,1778,0.88,-0.68,-0.24,126.41,-4.45,-20548.96,
3864072636,RECOVERY,23.86,0,916.77,836.00,-4.48,-0.78,27.82,0.76,0.65,-0.06,319.51,319.63,319.51,-2496,6061,1778,0.63,-0.54,-0.39,126.48,-4.49,-20550.29,
3864122636,RECOVERY,23.86,0,916.57,837.80,-4.59,-0.88,27.82,0.76,0.65,-0.06,319.51,319.63,319.63,-2496,6061,1778,0.78,-0.59,-0.29,126.45,-4.48,-20549.85,
3864132636,RECOVERY,23.86,0,916.57,837.80,-4.55,-0.83,27.82,0.76,0.65,-0.06,319.63,319.63,319.51,-2496,6061,1778,0.83,-0.54,-0.29,126.58,-4.56,-20552.49,
3864142636,RECOVERY,23.86,0,916.77,836.00,-4.55,-0.83,27.82,0.76,0.65,-0.06,319.51,319.63,319.63,-2496,6061,1778,0.73,-0.54,-0.39,126.58,-4.56,-20552.49,
3864112636,RECOVERY,24.33,0,916.77,836.00,-4.59,-0.88,27.82,0.76,0.65,-0.06,319.39,319.63,319.51,-2496,6061,1778,0.83,-0.63,-0.20,126.45,-4.48,-20549.85,
